5/14/2024  11:22:08,850626;-5,049132E-4;-2,165796E-2;3,175980E-1;-2,517010E-1
5/14/2024  11:22:08,850631;1,403226E-1;9,482887E-2;3,180809E-1;-2,305480E-1
5/14/2024  11:22:08,850635;2,637326E-1;2,011743E-1;2,887496E-1;-1,870829E-1
5/14/2024  11:22:08,850640;3,630923E-1;2,876871E-1;2,355282E-1;-1,257167E-1
5/14/2024  11:22:08,850644;4,276476E-1;3,477988E-1;1,560024E-1;-5,272750E-2
5/14/2024  11:22:08,850648;4,469338E-1;3,732022E-1;6,218160E-2;2,502687E-2
5/14/2024  11:22:08,850653;4,249752E-1;3,615469E-1;-3,926940E-2;9,994812E-2
5/14/2024  11:22:08,850657;3,601302E-1;3,156984E-1;-1,356975E-1;1,647277E-1
5/14/2024  11:22:08,850662;2,598046E-1;2,390699E-1;-2,162850E-1;2,134090E-1
5/14/2024  11:22:08,850666;1,351068E-1;1,386162E-1;-2,801948E-1;2,409695E-1
5/14/2024  11:22:08,850671;-1,213235E-3;2,418976E-2;-3,130351E-1;2,449619E-1
5/14/2024  11:22:08,850675;-1,421046E-1;-9,145974E-2;-3,194100E-1;2,245169E-1
5/14/2024  11:22:08,850680;-2,673162E-1;-1,988668E-1;-2,939748E-1;1,817275E-1
5/14/2024  11:22:08,850684;-3,666421E-1;-2,865375E-1;-2,361180E-1;1,207793E-1
5/14/2024  11:22:08,850688;-4,323228E-1;-3,467769E-1;-1,560456E-1;4,801515E-2
5/14/2024  11:22:08,850693;-4,551180E-1;-3,740151E-1;-6,409282E-2;-2,973926E-2
5/14/2024  11:22:08,850697;-4,328380E-1;-3,630361E-1;3,555511E-2;-1,048856E-1
5/14/2024  11:22:08,850702;-3,706666E-1;-3,179289E-1;1,341731E-1;-1,702442E-1
5/14/2024  11:22:08,850706;-2,712764E-1;-2,423641E-1;2,171439E-1;-2,195690E-1
5/14/2024  11:22:08,850711;-1,437466E-1;-1,429739E-1;2,792193E-1;-2,479662E-1
5/14/2024  11:22:08,850715;-9,197949E-3;-3,009342E-2;3,144105E-1;-2,526347E-1
5/14/2024  11:22:08,850720;1,311466E-1;8,758465E-2;3,190469E-1;-2,330271E-1
5/14/2024  11:22:08,850724;2,561986E-1;1,943808E-1;2,947060E-1;-1,909143E-1
5/14/2024  11:22:08,850729;3,556226E-1;2,835337E-1;2,381040E-1;-1,305461E-1
5/14/2024  11:22:08,850733;4,222707E-1;3,447722E-1;1,625705E-1;-5,800770E-2
5/14/2024  11:22:08,850737;4,468050E-1;3,715924E-1;6,652813E-2;1,948908E-2
5/14/2024  11:22:08,850742;4,296116E-1;3,638329E-1;-2,999684E-2;9,473228E-2
5/14/2024  11:22:08,850746;3,662477E-1;3,201094E-1;-1,287109E-1;1,603489E-1
5/14/2024  11:22:08,850751;2,688841E-1;2,442213E-1;-2,121639E-1;2,103826E-1
5/14/2024  11:22:08,850755;1,429949E-1;1,456995E-1;-2,793577E-1;2,395528E-1
5/14/2024  11:22:08,850760;6,835875E-3;3,268963E-2;-3,129063E-1;2,450263E-1
5/14/2024  11:22:08,850764;-1,341521E-1;-8,379701E-2;-3,202149E-1;2,261590E-1
5/14/2024  11:22:08,850769;-2,616175E-1;-1,921699E-1;-2,962930E-1;1,847862E-1
5/14/2024  11:22:08,850773;-3,593335E-1;-2,812251E-1;-2,432334E-1;1,249649E-1
5/14/2024  11:22:08,850777;-4,320975E-1;-3,420118E-1;-1,642879E-1;5,261924E-2
5/14/2024  11:22:08,850782;-4,558907E-1;-3,719545E-1;-7,217411E-2;-2,497420E-2
5/14/2024  11:22:08,850786;-4,408871E-1;-3,648069E-1;2,724842E-2;-1,005391E-1
5/14/2024  11:22:08,850791;-3,772025E-1;-3,223076E-1;1,257376E-1;-1,667670E-1
5/14/2024  11:22:08,850795;-2,794543E-1;-2,479018E-1;2,098030E-1;-2,172187E-1
5/14/2024  11:22:08,850800;-1,546290E-1;-1,491878E-1;2,773197E-1;-2,470325E-1
5/14/2024  11:22:08,850804;-1,724706E-2;-3,592097E-2;3,123177E-1;-2,532786E-1
5/14/2024  11:22:08,850809;1,220994E-1;8,027604E-2;3,202703E-1;-2,349911E-1
5/14/2024  11:22:08,850813;2,510149E-1;1,888108E-1;2,965734E-1;-1,942305E-1
5/14/2024  11:22:08,850818;3,501813E-1;2,795413E-1;2,415490E-1;-1,348282E-1
5/14/2024  11:22:08,850822;4,224639E-1;3,419711E-1;1,665629E-1;-6,290155E-2
5/14/2024  11:22:08,850826;4,482861E-1;3,721397E-1;7,477044E-2;1,459522E-2
5/14/2024  11:22:08,850831;4,288711E-1;3,647666E-1;-2,555373E-2;9,012818E-2
5/14/2024  11:22:08,850835;3,689200E-1;3,232647E-1;-1,227224E-1;1,566785E-1
5/14/2024  11:22:08,850840;2,759352E-1;2,499202E-1;-2,072700E-1;2,078068E-1
5/14/2024  11:22:08,850844;1,528471E-1;1,530081E-1;-2,710510E-1;2,384581E-1
;;;;
